id_transaction,date_transaction,id_fournisseur,id_categorie,id_centre_cout,id_acheteur,id_contrat,montant_ht,devise,statut_validation,delai_traitement_jours,flag_maverick
TR-0000586,2023-07-12,FRN-095,CAT-014,CC-019,ACH-038,CTR-040,771.34,EUR,Validé,7,False
TR-0000587,2023-06-24,FRN-104,CAT-013,CC-019,ACH-038,,392.13,EUR,Validé,15,True
TR-0000588,2023-04-05,FRN-196,CAT-037,CC-005,ACH-003,,332.42,EUR,Validé,12,True
TR-0000589,2023-08-18,FRN-105,CAT-012,CC-005,ACH-013,,1049.34,EUR,Validé,7,True
TR-0000590,2023-03-01,FRN-196,CAT-036,CC-007,ACH-008,,154.05,EUR,Validé,13,True
TR-0000591,2023-11-20,FRN-167,CAT-027,CC-006,ACH-002,CTR-064,6982.05,EUR,Validé,3,False
TR-0000592,2023-06-12,FRN-086,CAT-009,CC-012,ACH-021,,5162.19,EUR,Validé,14,True
TR-0000593,2023-10-18,FRN-171,CAT-031,CC-002,ACH-015,,10000.0,EUR,Validé,1,False
TR-0000594,2023-11-04,FRN-161,CAT-031,CC-005,ACH-012,CTR-061,3986.9,EUR,Rejeté,7,False
TR-0000595,2023-10-06,FRN-194,CAT-038,CC-006,ACH-003,,663.99,EUR,Validé,6,False
TR-0000596,2023-05-21,FRN-062,CAT-008,C-001,ACH-008,CTR-029,2230.85,EUR,Validé,3,False
TR-0000597,2023-04-24,FRN-143,CAT-025,CC-012,ACH-021,CTR-055,800.0,EUR,Validé,3,False
TR-0000598,2023-06-24,FRN-149,CAT-022,CC-005,ACH-002,,3760.27,EUR,Validé,7,False
TR-0000599,2023-06-03,FRN-114,CAT-014,CC-017,ACH-031,,547.78,EUR,Validé,16,True
TR-0000600,2023-09-25,FRN-044,CAT-004,CC-003,ACH-012,,10790.49,EUR,En attente,17,True
TR-0000601,2023-10-23,FRN-185,CAT-033,CC-016,ACH-032,,10825.89,EUR,Validé,4,False
TR-0000602,2023-12-16,FRN-098,CAT-014,CC-003,ACH-005,CTR-034,990.5,EUR,Validé,8,False
TR-0000603,2023-02-21,FRN-094,CAT-011,CC-012,ACH-017,CTR-035,373.73,EUR,Validé,4,False
TR-0000604,2023-12-12,FRN-108,CAT-011,CC-007,ACH-003,,1242.94,EUR,Validé,12,True
TR-0000605,2023-11-12,FRN-122,CAT-019,CC-003,ACH-001,CTR-046,10116.78,EUR,Validé,8,False
TR-0000606,2023-12-23,FRN-170,CAT-028,CC-017,ACH-034,,1404.2,EUR,Validé,6,False
TR-0000607,2023-03-17,FRN-052,CAT-003,CC-002,ACH-013,,82749.43,EUR,Validé,6,True
TR-0000608,2023-08-03,FRN-107,CAT-011,CC-020,ACH-037,,2337.0,EUR,Validé,14,True
TR-0000609,2023-01-21,FRN-108,CAT-011,CC-019,ACH-037,,494.87,EUR,Validé,11,True
TR-0000610,2023-09-19,FRN-105,CAT-013,CC-002,ACH-005,,427.09,EUR,Validé,13,True
TR-0000611,2023-04-28,FRN-092,CAT-014,CC-020,ACH-037,CTR-033,427.66,EUR,Validé,6,False
TR-0000612,2023-10-12,FRN-194,CAT-036,CC-016,ACH-031,,147.33,EUR,Validé,5,False
TR-0000613,2023-12-06,FRN-054,CAT-001,CC-011,ACH-018,,86061.06,EUR,Validé,16,True
TR-0000614,2023-05-08,FRN-026,CAT-001,CC-003,ACH-007,CTR-005,13550.53,EUR,Validé,8,False
TR-0000615,2023-09-01,FRN-200,CAT-039,CC-005,ACH-005,,305.69,EUR,Validé,10,True
TR-0000616,2023-02-19,FRN-058,CAT-002,CC-019,ACH-040,,9920.98,EUR,Validé,15,True
TR-0000617,2023-06-14,FRN-091,CAT-011,CC-007,ACH-007,,1568.12,EUR,Validé,5,False
TR-0000618,2023-08-06,FRN-118,CAT-018,CC-020,ACH-040,CTR-049,1646.15,EUR,Validé,6,False
TR-0000619,2023-07-16,FRN-185,CAT-034,CC-013,ACH-027,CTR-067,11656.58,EUR,Validé,7,False
TR-0000620,2023-09-20,FRN-116,CAT-019,CC-007,ACH-007,,7406.89,EUR,Validé,5,False
TR-0000621,2023-02-10,FRN-193,CAT-036,CC-004,ACH-014,CTR-070,167.08,EUR,Validé,8,False
TR-0000622,2023-08-24,FRN-097,CAT-010,CC-016,ACH-036,CTR-038,685.98,EUR,Validé,3,False
TR-0000623,2023-02-23,FRN-130,CAT-017,CC-004,ACH-014,CTR-043,4857.55,EUR,Validé,9,False
TR-0000624,2023-11-28,FRN-121,CAT-016,CC-004,ACH-014,,5668.53,EUR,Validé,3,False
TR-0000625,2023-12-02,FRN-101,CAT-013,CC-015,ACH-025,,1109.1,EUR,En attente,2,False
TR-0000626,2023-09-18,FRN-108,CAT-011,CC-017,ACH-033,,267.83,EUR,Validé,11,True
TR-0000627,2023-01-23,FRN-191,CAT-036,CC-005,ACH-003,CTR-070,229.41,EUR,Validé,5,False
TR-0000628,2023-04-10,FRN-095,CAT-012,CC-002,ACH-015,CTR-040,581.88,EUR,Validé,3,False
TR-0000629,2023-01-02,FRN-133,CAT-019,CC-007,ACH-015,,1478.72,EUR,Validé,4,False
TR-0000630,2023-05-17,FRN-181,CAT-034,CC-015,ACH-029,,6351.03,EUR,En attente,6,False
TR-0000631,2023-04-27,FRN-097,CAT-010,CC-011,ACH-024,,632.47,EUR,Validé,2,False
TR-0000632,2023-07-23,FRN-097,CAT-013,CC-003,ACH-012,CTR-035,1150.91,EUR,Validé,7,False
TR-0000633,2023-07-06,FRN-079,CAT-005,CC-014,ACH-025,,4060.31,EUR,Validé,5,False
TR-0000634,2023-09-03,FRN-016,CAT-002,CC-012,ACH-019,CTR-006,35091.93,EUR,Validé,6,False
TR-0000635,2023-02-24,FRN-103,CAT-011,CC-018,ACH-035,,1185.9,EUR,Validé,4,False
TR-0000636,2023-01-03,FRN-021,CAT-002,CC-007,ACH-003,CTR-012,14668.87,EUR,Validé,4,False
TR-0000637,2023-08-22,FRN-166,CAT-027,CC-006,ACH-003,CTR-065,2068.13,EUR,Validé,3,False
TR-0000638,2023-10-10,FRN-095,CAT-012,CC-010,ACH-020,CTR-040,368.59,EUR,Validé,5,False
TR-0000639,2023-10-21,FRN-027,CAT-002,C-001,ACH-016,,40115.0,EUR,Validé,1,False
TR-0000640,2023-07-12,FRN-108,CAT-012,CC-003,ACH-015,,1408.33,EUR,Validé,7,True
TR-0000641,2023-06-04,FRN-168,CAT-029,CC-009,ACH-023,,4586.79,EUR,Validé,4,False
TR-0000642,2023-11-05,FRN-099,CAT-013,CC-014,ACH-027,,618.07,EUR,Validé,6,True
TR-0000643,2023-09-10,FRN-026,CAT-001,CC-012,ACH-021,CTR-015,34397.95,EUR,Validé,5,False
TR-0000644,2023-05-12,FRN-197,CAT-039,CC-019,ACH-037,,1622.79,EUR,Validé,16,True
TR-0000645,2023-04-03,FRN-120,CAT-017,CC-006,ACH-011,CTR-048,6203.51,EUR,Validé,2,False
TR-0000646,2023-12-25,FRN-020,CAT-001,CC-020,ACH-040,CTR-014,18312.72,EUR,Validé,4,False
TR-0000647,2023-02-20,FRN-099,CAT-012,CC-012,ACH-020,,757.44,EUR,Validé,10,True
TR-0000648,2023-10-19,FRN-096,CAT-011,CC-020,ACH-037,CTR-038,1877.31,EUR,Validé,4,False
TR-0000649,2023-03-15,FRN-060,CAT-003,CC-007,ACH-008,,11254.22,EUR,Validé,15,True
TR-0000650,2023-10-06,FRN-168,CAT-030,CC-010,ACH-023,CTR-063,9167.01,EUR,Rejeté,7,False
TR-0000651,2023-01-15,FRN-078,CAT-006,C-001,ACH-016,,4897.2,EUR,Validé,4,False
TR-0000652,2023-06-10,FRN-117,CAT-018,CC-014,ACH-026,CTR-050,847.03,EUR,Validé,6,False
TR-0000653,2023-05-21,FRN-166,CAT-028,CC-020,ACH-039,CTR-065,1986.77,EUR,Validé,4,False
TR-0000654,2023-07-24,FRN-131,CAT-018,CC-003,ACH-001,,1162.06,EUR,Validé,5,False
TR-0000655,2023-10-12,FRN-169,CAT-027,CC-009,ACH-020,,7794.46,EUR,Validé,4,False
TR-0000656,2023-03-18,FRN-092,CAT-015,CC-016,ACH-034,CTR-033,549.82,EUR,En attente,5,False
TR-0000657,2023-02-12,FRN-095,CAT-011,CC-012,ACH-017,CTR-040,2066.65,EUR,Validé,4,False
TR-0000658,2023-06-06,FRN-112,CAT-014,CC-012,ACH-023,,762.11,EUR,Validé,17,True
TR-0000659,2023-04-16,FRN-163,CAT-028,CC-002,ACH-003,CTR-061,5076.35,EUR,Validé,5,False
TR-0000660,2023-11-20,FRN-102,CAT-015,CC-003,ACH-013,,753.41,EUR,Validé,5,False
TR-0000661,2023-11-02,FRN-165,CAT-030,CC-011,ACH-023,CTR-062,2534.58,EUR,Validé,3,False
TR-0000662,2023-06-04,FRN-111,CAT-011,CC-004,ACH-011,,865.14,EUR,Validé,13,True
TR-0000663,2023-10-21,FRN-060,CAT-002,CC-004,ACH-006,,52214.35,EUR,Rejeté,18,True
TR-0000664,2023-10-19,FRN-113,CAT-015,CC-008,ACH-005,,400.01,EUR,Validé,21,True
TR-0000665,2023-03-03,FRN-111,CAT-011,CC-008,ACH-014,,829.04,EUR,En attente,11,True
TR-0000666,2023-12-06,FRN-015,CAT-002,CC-006,ACH-012,CTR-012,64920.14,EUR,Validé,3,False
TR-0000667,2023-09-09,FRN-104,CAT-011,CC-011,ACH-017,,1651.88,EUR,Validé,6,True
TR-0000668,2023-07-03,FRN-112,CAT-012,CC-006,ACH-014,,499.28,EUR,Validé,4,True
TR-0000669,2023-02-03,FRN-116,CAT-016,CC-007,ACH-011,,2957.38,EUR,Validé,4,False
TR-0000670,2023-11-15,FRN-072,CAT-008,CC-002,ACH-004,,1639.76,EUR,Validé,7,False
TR-0000671,2023-06-23,FRN-083,CAT-009,CC-009,ACH-020,,4855.38,EUR,Validé,1,True
TR-0000672,2023-10-13,FRN-157,CAT-023,CC-020,ACH-038,,3471.55,EUR,Validé,14,True
TR-0000673,2023-12-27,FRN-163,CAT-031,CC-005,ACH-016,CTR-061,2525.11,EUR,Validé,4,False
TR-0000674,2023-10-22,FRN-028,CAT-002,CC-016,ACH-036,,28917.79,EUR,Validé,4,False
TR-0000675,2023-05-21,FRN-118,CAT-016,CC-005,ACH-012,CTR-049,5449.15,EUR,Validé,6,False
TR-0000676,2023-01-27,FRN-093,CAT-014,C-001,ACH-002,CTR-033,1269.13,EUR,Validé,4,False
TR-0000677,2023-06-02,FRN-110,CAT-015,CC-009,ACH-023,,1483.95,EUR,Validé,16,True
TR-0000678,2023-10-13,FRN-090,CAT-007,C-001,ACH-001,,12412.16,EUR,Validé,9,True
TR-0000679,2023-03-01,FRN-094,CAT-013,CC-007,ACH-014,CTR-035,928.18,EUR,Validé,2,False
TR-0000680,2023-05-16,FRN-194,CAT-038,C-001,ACH-011,CTR-070,299.46,EUR,Validé,1,False
TR-0000681,2023-06-08,FRN-129,CAT-018,CC-015,ACH-029,CTR-042,3278.23,EUR,Validé,4,False
TR-0000682,2023-06-12,FRN-134,CAT-017,CC-018,ACH-034,,5046.28,EUR,Validé,4,False
TR-0000683,2023-03-25,FRN-010,CAT-002,C-001,ACH-016,CTR-016,31135.17,EUR,Validé,1,False
TR-0000684,2023-07-11,FRN-181,CAT-035,CC-008,ACH-003,CTR-068,13062.78,EUR,Validé,4,False
TR-0000685,2023-09-19,FRN-175,CAT-029,C-001,ACH-008,,4877.67,EUR,Validé,12,True
TR-0000686,2023-02-14,FRN-013,CAT-002,CC-003,ACH-016,CTR-017,14682.26,EUR,Validé,5,False
TR-0000687,2023-05-24,FRN-106,CAT-013,CC-013,ACH-028,,378.38,EUR,Validé,8,True
TR-0000688,2023-07-28,FRN-112,CAT-014,CC-004,ACH-011,,180.21,EUR,Validé,4,True
TR-0000689,2023-12-02,FRN-171,CAT-030,CC-005,ACH-002,CTR-063,1596.86,EUR,En attente,4,False
TR-0000690,2023-02-24,FRN-069,CAT-009,CC-004,ACH-007,CTR-030,10782.79,EUR,Validé,4,False
TR-0000691,2023-02-25,FRN-102,CAT-015,CC-013,ACH-027,,614.86,EUR,Validé,8,False
TR-0000692,2023-08-18,FRN-003,CAT-001,CC-005,ACH-003,CTR-004,13615.74,EUR,Validé,6,False
TR-0000693,2023-12-07,FRN-092,CAT-014,CC-013,ACH-026,CTR-039,223.6,EUR,Validé,4,False
TR-0000694,2023-01-10,FRN-098,CAT-014,CC-005,ACH-016,CTR-034,538.36,EUR,Validé,4,False
TR-0000695,2023-01-28,FRN-092,CAT-014,CC-007,ACH-003,CTR-039,131.61,EUR,Validé,2,False
TR-0000696,2023-10-27,FRN-073,CAT-009,CC-006,ACH-016,CTR-026,8250.67,EUR,Validé,6,False
TR-0000697,2023-02-05,FRN-021,CAT-001,CC-014,ACH-028,,29278.12,EUR,Validé,9,False
TR-0000698,2023-06-01,FRN-102,CAT-013,CC-004,ACH-001,,227.35,EUR,Validé,5,False
TR-0000699,2023-01-23,FRN-097,CAT-015,CC-007,ACH-005,,1673.36,EUR,Validé,5,False
TR-0000700,2023-09-18,FRN-103,CAT-015,CC-012,ACH-019,,100.54,EUR,Validé,4,False
TR-0000701,2023-05-25,FRN-098,CAT-010,C-001,ACH-016,CTR-034,763.29,EUR,Validé,6,False
TR-0000702,2023-03-20,FRN-114,CAT-013,CC-017,ACH-031,,1760.32,EUR,Validé,17,True
TR-0000703,2023-02-12,FRN-091,CAT-011,CC-002,ACH-007,,275.15,EUR,Validé,5,False
TR-0000704,2023-10-23,FRN-097,CAT-010,CC-002,ACH-008,CTR-037,2500.0,EUR,Validé,3,False
TR-0000705,2023-01-15,FRN-097,CAT-011,CC-012,ACH-017,,1495.9,EUR,Validé,6,False
TR-0000706,2023-06-17,FRN-194,CAT-038,CC-007,ACH-005,,111.89,EUR,Validé,1,False
TR-0000707,2023-01-24,FRN-185,CAT-035,CC-003,ACH-002,,9402.02,EUR,Validé,7,False
TR-0000708,2023-09-17,FRN-129,CAT-019,CC-016,ACH-036,CTR-042,1305.05,EUR,En attente,5,False
TR-0000709,2023-11-05,FRN-108,CAT-014,CC-003,ACH-002,,821.0,EUR,Validé,8,True
TR-0000710,2023-10-04,FRN-113,CAT-015,CC-004,ACH-005,,743.34,EUR,Validé,10,True
TR-0000711,2023-03-26,FRN-093,CAT-010,CC-007,ACH-011,CTR-034,989.07,EUR,En attente,7,False
TR-0000712,2023-02-18,FRN-005,CAT-002,CC-013,ACH-029,CTR-018,10115.85,EUR,Validé,4,False
TR-0000713,2023-12-23,FRN-071,CAT-005,CC-004,ACH-004,CTR-020,9920.65,EUR,Validé,3,False
TR-0000714,2023-02-10,FRN-097,CAT-015,CC-003,ACH-012,CTR-039,2368.52,EUR,Validé,3,False
TR-0000715,2023-07-22,FRN-022,CAT-003,CC-017,ACH-033,CTR-015,59087.44,EUR,Validé,9,False
TR-0000716,2023-04-01,FRN-102,CAT-013,CC-006,ACH-003,CTR-039,231.43,EUR,Validé,3,False
TR-0000717,2023-08-13,FRN-095,CAT-015,CC-017,ACH-036,CTR-040,475.45,EUR,Validé,6,False
TR-0000718,2023-01-21,FRN-093,CAT-013,CC-010,ACH-019,CTR-039,679.43,EUR,En attente,6,False
TR-0000719,2023-02-15,FRN-200,CAT-039,CC-016,ACH-035,,554.54,EUR,Validé,15,True
TR-0000720,2023-09-26,FRN-143,CAT-024,CC-017,ACH-032,CTR-055,5731.16,EUR,Validé,4,False
TR-0000721,2023-10-18,FRN-103,CAT-014,CC-016,ACH-036,CTR-033,370.6,EUR,Validé,7,False
TR-0000722,2023-02-04,FRN-078,CAT-005,CC-016,ACH-031,CTR-026,1883.57,EUR,Validé,1,False
TR-0000723,2023-10-12,FRN-111,CAT-011,CC-008,ACH-003,,561.67,EUR,Validé,10,True
TR-0000724,2023-02-10,FRN-164,CAT-030,CC-013,ACH-026,CTR-065,2092.76,EUR,Validé,2,False
TR-0000725,2023-03-11,FRN-106,CAT-013,CC-007,ACH-008,,403.35,EUR,Validé,1,True
TR-0000726,2023-02-06,FRN-122,CAT-019,CC-007,ACH-006,,5662.16,EUR,Validé,6,False
TR-0000727,2023-03-12,FRN-098,CAT-010,CC-004,ACH-004,CTR-034,520.92,EUR,Validé,5,False
TR-0000728,2023-09-20,FRN-174,CAT-028,CC-004,ACH-012,,3034.83,EUR,Validé,12,True
TR-0000729,2023-06-11,FRN-101,CAT-015,CC-006,ACH-012,CTR-037,829.93,EUR,Validé,7,False
TR-0000730,2023-11-28,FRN-096,CAT-010,CC-013,ACH-026,CTR-037,927.24,EUR,Validé,2,False
TR-0000731,2023-08-18,FRN-176,CAT-028,CC-004,ACH-014,,1383.29,EUR,Validé,9,True
TR-0000732,2023-06-02,FRN-125,CAT-018,CC-006,ACH-013,,9383.16,EUR,Validé,4,False
TR-0000733,2023-01-06,FRN-024,CAT-002,CC-012,ACH-021,,6472.46,EUR,Validé,4,False
TR-0000734,2023-12-11,FRN-023,CAT-002,CC-002,ACH-012,,44920.1,EUR,Validé,7,False
TR-0000735,2023-09-20,FRN-105,CAT-014,CC-004,ACH-002,,1480.19,EUR,Validé,4,True
TR-0000736,2023-06-16,FRN-104,CAT-015,C-001,ACH-015,,811.02,EUR,Validé,19,True
TR-0000737,2023-09-13,FRN-028,CAT-004,CC-005,ACH-006,CTR-012,34331.77,EUR,Validé,3,False
TR-0000738,2023-12-07,FRN-173,CAT-028,CC-009,ACH-022,,5018.41,EUR,Validé,19,True
TR-0000739,2023-11-24,FRN-195,CAT-039,CC-004,ACH-013,,664.06,EUR,Validé,14,True
TR-0000740,2023-12-11,FRN-172,CAT-027,CC-012,ACH-018,,2062.48,EUR,Validé,20,True
TR-0000741,2023-12-26,FRN-011,CAT-001,C-001,ACH-008,CTR-008,16916.0,EUR,Validé,4,False
TR-0000742,2023-05-04,FRN-198,CAT-038,CC-004,ACH-012,,134.86,EUR,Validé,18,True
TR-0000743,2023-08-27,FRN-091,CAT-012,CC-010,ACH-022,,880.99,EUR,Validé,8,False
TR-0000744,2023-09-10,FRN-013,CAT-002,C-001,ACH-016,CTR-017,6102.63,EUR,Validé,4,False
TR-0000745,2023-11-16,FRN-027,CAT-002,CC-006,ACH-015,,27962.05,EUR,Validé,6,False
TR-0000746,2023-07-20,FRN-107,CAT-015,CC-019,ACH-039,,767.93,EUR,Validé,6,True
TR-0000747,2023-06-11,FRN-023,CAT-001,CC-009,ACH-020,,36902.27,EUR,Validé,8,False
TR-0000748,2023-07-05,FRN-016,CAT-003,CC-015,ACH-030,CTR-006,20361.44,EUR,Validé,6,False
TR-0000749,2023-02-04,FRN-111,CAT-014,CC-011,ACH-024,,671.2,EUR,Validé,15,True
TR-0000750,2023-05-25,FRN-133,CAT-020,CC-008,ACH-013,,1312.54,EUR,Validé,5,False
TR-0000751,2023-02-13,FRN-086,CAT-008,CC-007,ACH-002,,5347.31,EUR,Validé,11,True
TR-0000752,2023-06-21,FRN-057,CAT-003,CC-020,ACH-038,,22179.98,EUR,Validé,2,True
TR-0000753,2023-05-22,FRN-106,CAT-014,CC-003,ACH-015,,611.08,EUR,Validé,11,True
TR-0000754,2023-12-24,FRN-039,CAT-002,CC-012,ACH-024,,6995.99,EUR,Validé,11,True
TR-0000755,2023-02-25,FRN-193,CAT-037,CC-016,ACH-031,,287.55,EUR,Validé,5,False
TR-0000756,2023-10-14,FRN-115,CAT-010,CC-018,ACH-031,,381.62,EUR,Validé,17,True
TR-0000757,2023-05-20,FRN-110,CAT-012,CC-015,ACH-026,,2023.43,EUR,En attente,14,True
TR-0000758,2023-04-11,FRN-011,CAT-002,CC-002,ACH-011,CTR-002,18390.17,EUR,Validé,4,False
TR-0000759,2023-12-05,FRN-070,CAT-008,CC-002,ACH-015,CTR-022,9135.69,EUR,Rejeté,7,False
TR-0000760,2023-10-18,FRN-064,CAT-007,CC-005,ACH-001,CTR-020,9347.82,EUR,Validé,6,False
TR-0000761,2023-04-22,FRN-071,CAT-005,CC-003,ACH-013,CTR-020,8708.9,EUR,Validé,7,False
TR-0000762,2023-06-23,FRN-094,CAT-010,CC-005,ACH-001,CTR-035,551.15,EUR,Validé,7,False
TR-0000763,2023-09-24,FRN-069,CAT-009,CC-002,ACH-012,CTR-030,10538.95,EUR,Validé,3,False
TR-0000764,2023-12-20,FRN-010,CAT-001,CC-003,ACH-004,CTR-016,35938.12,EUR,Validé,4,False
TR-0000765,2023-07-28,FRN-165,CAT-029,CC-015,ACH-029,CTR-062,1722.35,EUR,Validé,7,False
TR-0000766,2023-04-11,FRN-119,CAT-019,CC-006,ACH-001,CTR-045,6316.24,EUR,Validé,5,False
TR-0000767,2023-05-02,FRN-193,CAT-038,CC-020,ACH-039,,337.33,EUR,Validé,5,False
TR-0000768,2023-11-16,FRN-105,CAT-011,CC-012,ACH-017,,1548.55,EUR,Validé,16,True
TR-0000769,2023-06-11,FRN-145,CAT-023,CC-020,ACH-037,,3817.66,EUR,Validé,4,False
TR-0000770,2023-11-01,FRN-103,CAT-015,CC-013,ACH-029,,1491.08,EUR,Validé,6,False
TR-0000771,2023-02-03,FRN-184,CAT-032,CC-006,ACH-012,CTR-066,11589.97,EUR,En attente,6,False
TR-0000772,2023-11-17,FRN-093,CAT-013,CC-016,ACH-031,,870.36,EUR,Validé,5,False
TR-0000773,2023-11-03,FRN-128,CAT-017,CC-020,ACH-037,CTR-047,3010.5,EUR,Validé,4,False
TR-0000774,2023-04-11,FRN-013,CAT-004,CC-017,ACH-032,CTR-017,24346.36,EUR,Validé,1,False
TR-0000775,2023-11-12,FRN-010,CAT-001,CC-012,ACH-022,CTR-016,66798.44,EUR,Validé,2,False
TR-0000776,2023-12-08,FRN-131,CAT-020,CC-012,ACH-019,,5155.62,EUR,Validé,7,False
TR-0000777,2023-01-28,FRN-115,CAT-010,CC-006,ACH-013,,2785.14,EUR,Validé,11,True
TR-0000778,2023-08-12,FRN-095,CAT-012,CC-003,ACH-011,CTR-040,1826.9,EUR,Validé,3,False
TR-0000779,2023-02-18,FRN-181,CAT-033,CC-005,ACH-011,,13162.2,EUR,Validé,6,False
TR-0000780,2023-07-11,FRN-192,CAT-038,CC-003,ACH-006,CTR-070,100.75,EUR,Validé,2,False
TR-0000781,2023-05-10,FRN-108,CAT-014,CC-005,ACH-007,,1290.2,EUR,Validé,7,True
TR-0000782,2023-10-26,FRN-180,CAT-028,C-001,ACH-002,,2012.2,EUR,Validé,12,True
TR-0000783,2023-06-22,FRN-081,CAT-008,CC-012,ACH-017,,10269.98,EUR,Validé,9,True
TR-0000784,2023-11-04,FRN-158,CAT-025,CC-006,ACH-005,,4728.07,EUR,Validé,13,True
TR-0000785,2023-07-07,FRN-093,CAT-014,CC-014,ACH-028,,333.8,EUR,Validé,4,False
TR-0000786,2023-07-18,FRN-144,CAT-023,CC-013,ACH-027,CTR-059,1464.38,EUR,Validé,5,False
TR-0000787,2023-10-11,FRN-166,CAT-030,CC-006,ACH-007,CTR-065,2807.34,EUR,Validé,4,False
TR-0000788,2023-01-14,FRN-171,CAT-028,CC-020,ACH-037,CTR-065,597.27,EUR,Validé,1,False
TR-0000789,2023-09-19,FRN-162,CAT-029,CC-014,ACH-030,CTR-063,2864.69,EUR,Validé,6,False
TR-0000790,2023-05-21,FRN-170,CAT-031,CC-004,ACH-005,,665.06,EUR,Validé,5,False
TR-0000791,2023-01-12,FRN-097,CAT-010,CC-007,ACH-012,,911.84,EUR,En attente,4,False
TR-0000792,2023-11-09,FRN-069,CAT-007,CC-012,ACH-022,CTR-030,7598.41,EUR,Validé,4,False
TR-0000793,2023-02-25,FRN-093,CAT-015,CC-004,ACH-007,CTR-034,2231.04,EUR,Validé,2,False
TR-0000794,2023-05-23,FRN-107,CAT-012,CC-007,ACH-005,,1488.9,EUR,Validé,11,True
TR-0000795,2023-04-25,FRN-101,CAT-011,CC-003,ACH-015,CTR-035,2060.23,EUR,Validé,2,False
TR-0000796,2023-12-23,FRN-098,CAT-012,CC-009,ACH-021,CTR-034,446.09,EUR,Validé,4,False
TR-0000797,2023-05-05,FRN-193,CAT-038,CC-007,ACH-001,CTR-070,164.73,EUR,En attente,3,False
TR-0000798,2023-12-11,FRN-021,CAT-003,CC-006,ACH-013,,23406.99,EUR,Validé,5,False
TR-0000799,2023-12-03,FRN-102,CAT-014,CC-010,ACH-020,,391.86,EUR,Validé,5,False
TR-0000800,2023-07-16,FRN-112,CAT-014,CC-007,ACH-016,,384.06,EUR,Validé,19,True
TR-0000801,2023-09-06,FRN-096,CAT-010,CC-018,ACH-035,CTR-038,2500.0,EUR,Validé,4,False
TR-0000802,2023-06-16,FRN-141,CAT-022,CC-019,ACH-037,CTR-059,20000.0,EUR,Validé,6,False
TR-0000803,2023-08-22,FRN-194,CAT-036,CC-004,ACH-003,CTR-070,446.58,EUR,Validé,5,False
TR-0000804,2023-10-17,FRN-014,CAT-001,CC-011,ACH-017,CTR-005,16120.09,EUR,Validé,4,False
TR-0000805,2023-12-20,FRN-096,CAT-014,C-001,ACH-006,CTR-037,1032.84,EUR,Validé,6,False
TR-0000806,2023-07-14,FRN-093,CAT-010,CC-019,ACH-039,,237.89,EUR,En attente,4,False
TR-0000807,2023-03-17,FRN-134,CAT-018,CC-011,ACH-021,,3892.26,EUR,Validé,3,False
TR-0000808,2023-10-04,FRN-184,CAT-032,CC-007,ACH-007,CTR-068,11586.86,EUR,En attente,2,False
TR-0000809,2023-06-24,FRN-146,CAT-023,CC-015,ACH-026,CTR-059,5308.02,EUR,Validé,5,False
TR-0000810,2023-02-27,FRN-134,CAT-019,CC-009,ACH-021,CTR-043,6045.21,EUR,Validé,1,False
TR-0000811,2023-02-26,FRN-193,CAT-039,CC-015,ACH-028,,331.0,EUR,Validé,2,False
TR-0000812,2023-07-28,FRN-127,CAT-019,CC-008,ACH-003,CTR-044,2046.37,EUR,Validé,4,False
TR-0000813,2023-02-17,FRN-170,CAT-027,CC-009,ACH-022,,1773.7,EUR,Validé,6,False
TR-0000814,2023-05-27,FRN-129,CAT-021,CC-018,ACH-035,CTR-042,3941.23,EUR,Validé,4,False
TR-0000815,2023-09-17,FRN-102,CAT-012,CC-004,ACH-016,,932.43,EUR,Validé,5,False
TR-0000816,2023-10-16,FRN-190,CAT-033,CC-009,ACH-017,,25564.39,EUR,Validé,13,True
TR-0000817,2023-04-27,FRN-123,CAT-020,CC-010,ACH-024,CTR-054,2589.74,EUR,Validé,2,False
TR-0000818,2023-11-24,FRN-097,CAT-015,CC-014,ACH-029,CTR-039,318.51,EUR,Validé,6,False
TR-0000819,2023-12-27,FRN-025,CAT-002,C-001,ACH-016,CTR-008,5427.36,EUR,Validé,4,False
TR-0000820,2023-02-24,FRN-146,CAT-026,CC-009,ACH-023,,1148.45,EUR,Validé,1,False
TR-0000821,2023-02-25,FRN-198,CAT-037,CC-003,ACH-002,,456.05,EUR,Validé,14,True
TR-0000822,2023-07-01,FRN-109,CAT-013,CC-014,ACH-027,,239.28,EUR,Validé,11,True
TR-0000823,2023-01-13,FRN-030,CAT-002,CC-002,ACH-008,,23720.75,EUR,Validé,3,False
TR-0000824,2023-04-03,FRN-167,CAT-028,C-001,ACH-005,CTR-064,4193.17,EUR,Validé,5,False
TR-0000825,2023-05-18,FRN-114,CAT-012,CC-016,ACH-036,,509.02,EUR,Validé,10,True
TR-0000826,2023-09-23,FRN-198,CAT-038,CC-012,ACH-021,,461.77,EUR,Validé,4,True
TR-0000827,2023-06-12,FRN-102,CAT-011,CC-013,ACH-029,,293.34,EUR,Validé,7,False
TR-0000828,2023-11-08,FRN-176,CAT-030,CC-008,ACH-002,,5089.38,EUR,Validé,15,True
TR-0000829,2023-06-01,FRN-154,CAT-023,CC-015,ACH-025,,12699.45,EUR,En attente,13,True
